TOA5	ESOLMET-CR1000	23644	CR1000.Std.16	CPU:2021-05-21-ESOLMET-CR1000.CR1	25840	Tabla_diez_min													
TIMESTAMP	RECORD	I_glo_Avg	I_dir_Avg	I_dif_Avg	AirTC_Avg	AirTC_Max	AirTC_Min	AirTC_Std	RH_Avg	RH_Max	RH_Min	RH_Std	WS_ms_Avg	WS_ms_Max	WS_ms_Min	WS_ms_Std	WindDir	CS106_PB_Avg	Rain_mm_Tot
TS	RN	W/m2	W/m2	W/m2	°C	°C	°C	°C	%	%	%	%	m/s	m/s	m/s	m/s	grados	mbar	mm
		Avg	Avg	Avg	Avg	Max	Min	Std	Avg	Max	Min	Std	Avg	Max	Min	Std	Smp	Avg	Tot
12/03/2022 00:00	42413	0	0.016	0	22.27	22.43	22.09	0.086	28.46	28.86	27.91	0.189	1.895	3.2	0.95	0.456	351.4	875.3632	0
12/03/2022 00:10	42414	0	0.022	0	22.13	22.4	21.85	0.11	28.65	29.14	28.11	0.223	1.941	3.2	0.95	0.376	342.8	875.3472	0
12/03/2022 00:20	42415	0	0.014	0	21.74	22.02	21.44	0.131	29.06	29.75	28.62	0.27	2.214	3.2	1.7	0.408	346.5	875.2731	0
12/03/2022 00:30	42416	0	0.169	0	21.99	22.29	21.65	0.158	28.3	29.34	27.6	0.435	2.336	3.95	0.95	0.579	24.22	875.3141	0
12/03/2022 00:40	42417	0	0.084	0	22.15	22.36	21.92	0.084	28.04	28.62	27.64	0.193	2.083	3.95	0	0.621	354.4	875.2978	0
12/03/2022 00:50	42418	0	0.005	0	21.68	22.02	21.27	0.212	28.79	29.41	28.25	0.278	2.365	3.95	0.95	0.467	348.1	875.0851	0
12/03/2022 01:00	42419	0	0.067	0	21.62	22.02	21.24	0.196	28.32	29.58	27.23	0.615	1.853	3.2	0	0.61	32.25	875.1997	0
12/03/2022 01:10	42420	0	0.197	0	22	22.23	21.85	0.061	27.19	27.5	26.82	0.16	1.826	3.2	0	0.626	15.41	874.9705	0
12/03/2022 01:20	42421	0	0.132	0	21.82	22.05	21.48	0.154	27.28	27.94	26.61	0.248	2.338	3.2	0.95	0.536	1.113	875.0025	0
12/03/2022 01:30	42422	0	0.004	0	21.49	21.75	21.31	0.108	27.3	27.88	26.72	0.266	1.85	3.2	0	0.591	354.5	875.0532	0
12/03/2022 01:40	42423	0	0.001	0	21.38	21.51	21.24	0.047	27.09	27.74	26.38	0.318	0.859	2.45	0	0.693	354.5	875.1504	0
12/03/2022 01:50	42424	0	0.078	0	21.45	21.61	21.27	0.066	26.31	26.89	26.04	0.177	1.414	3.2	0	0.48	350.1	875.1667	0
12/03/2022 02:00	42425	0	0.034	0	21.32	21.44	21.2	0.048	26.62	26.85	26.41	0.082	1.181	2.45	0	0.457	331.5	874.9789	0
12/03/2022 02:10	42426	0	0.056	0	21.11	21.34	20.96	0.074	27.1	27.4	26.72	0.122	1.344	2.45	0	0.666	354.5	874.7498	0
12/03/2022 02:20	42427	0	0.211	0	21.18	21.34	21.03	0.052	27.15	27.74	26.61	0.318	1.894	2.45	0.95	0.436	339.2	874.8805	0
12/03/2022 02:30	42428	0	0.163	0	21.05	21.34	20.66	0.145	27.17	28.05	26.72	0.248	2.741	3.95	1.7	0.381	338.3	874.8807	0
12/03/2022 02:40	42429	0	0	0	20.28	20.73	19.91	0.195	28.6	29.31	27.81	0.374	3.01	3.95	1.7	0.354	339.6	874.9956	0
12/03/2022 02:50	42430	0	0.004	0	19.96	20.11	19.81	0.058	29.11	29.58	28.76	0.155	2.99	3.95	2.45	0.379	337.4	874.7488	0
12/03/2022 03:00	42431	0	0.003	0	19.9	20.01	19.77	0.045	29.34	29.61	29.07	0.104	2.613	3.2	1.7	0.397	347.4	874.7179	0
12/03/2022 03:10	42432	0	0.005	0	19.94	20.15	19.74	0.073	29.51	30.43	28.9	0.391	1.652	2.45	0	0.888	4.403	875.2161	0
12/03/2022 03:20	42433	0	0	0	19.48	19.87	19.06	0.221	31.4	32.58	30.19	0.716	0	0	0	0	323.2	875.1502	0
12/03/2022 03:30	42434	0	0.003	0	19.06	19.26	18.89	0.065	31.73	32.78	30.94	0.423	0.249	1.7	0	0.428	350.1	874.9547	0
12/03/2022 03:40	42435	0	0.041	0	18.83	19.23	18.51	0.216	32.22	33.7	30.98	0.649	1.515	2.45	0	0.461	342.2	875.4865	0
12/03/2022 03:50	42436	0	0.078	0	18.2	18.65	17.93	0.181	33.24	34.45	32.17	0.487	2.634	3.95	1.7	0.434	337.5	875.5595	0
12/03/2022 04:00	42437	0	0.264	0	18.47	18.65	18.24	0.07	32.52	33.33	31.9	0.282	2.725	3.95	1.7	0.372	338.1	875.535	0
12/03/2022 04:10	42438	0	0.157	0	18.58	18.82	18.34	0.12	32.12	32.88	31.59	0.282	2.72	3.95	1.7	0.38	335	875.4941	0
12/03/2022 04:20	42439	0	0.119	0	18.76	18.92	18.58	0.07	31.85	32.48	31.49	0.173	2.404	3.2	1.7	0.345	331.1	875.5519	0
12/03/2022 04:30	42440	0	0.016	0	18.64	18.82	18.37	0.104	32.29	33.02	31.86	0.275	2.17	3.2	1.7	0.37	332.8	875.6083	0
12/03/2022 04:40	42441	0	0.119	0	18.69	18.92	18.44	0.11	32.29	32.88	31.83	0.249	2.284	3.2	1.7	0.332	334.9	875.9937	0
12/03/2022 04:50	42442	0	0.238	0	18.87	19.06	18.58	0.103	32.09	32.78	31.69	0.274	2.67	3.2	1.7	0.355	333.8	876.0744	0
12/03/2022 05:00	42443	0	0.02	0	18.43	18.75	18.14	0.149	33.24	33.94	32.44	0.37	2.879	3.95	1.7	0.43	330.7	875.8867	0
12/03/2022 05:10	42444	0	0.035	0	18.44	18.58	18.27	0.056	33.23	33.6	32.88	0.131	2.715	3.95	1.7	0.533	336.6	875.9193	0
12/03/2022 05:20	42445	0	0.052	0	18.58	18.75	18.34	0.08	32.84	33.43	32.48	0.226	2.321	3.2	1.7	0.32	330.3	876.1405	0
12/03/2022 05:30	42446	0	0.035	0	18.31	18.51	18.03	0.121	33.58	34.38	33.12	0.288	2.79	3.95	1.7	0.414	346.6	876.296	0
12/03/2022 05:40	42447	0	0.024	0	17.9	18.24	17.69	0.119	34.51	35.27	33.6	0.363	2.606	3.2	1.7	0.434	330.9	876.1317	0
12/03/2022 05:50	42448	0	0.227	0	18.44	18.68	18.07	0.155	33.2	33.87	32.71	0.297	2.698	3.2	1.7	0.412	348.6	876.387	0
12/03/2022 06:00	42449	0	0	0	17.87	18.2	17.62	0.142	34.61	35.3	33.74	0.451	2.051	3.2	0	0.513	331	876.81	0
12/03/2022 06:10	42450	0	0.091	0	18.16	18.58	17.66	0.216	33.79	34.86	33.02	0.465	1.465	2.45	0	0.595	329.6	876.4847	0
12/03/2022 06:20	42451	0	0.352	0	18.61	18.89	18.37	0.109	32.64	33.4	32.03	0.309	2.29	3.2	0.95	0.386	337	876.9502	0
12/03/2022 06:30	42452	0	0.058	0	18.12	18.65	17.76	0.243	33.56	34.32	32.41	0.49	2.439	3.2	0.95	0.436	348.5	876.8073	0
12/03/2022 06:40	42453	0	0.006	0	17.77	17.97	17.42	0.135	34.4	35.75	33.57	0.661	2.096	3.2	0.95	0.396	0.169	876.9127	0
12/03/2022 06:50	42454	0.683	0.001	0.189	17.46	17.59	17.28	0.061	35.44	36.05	34.69	0.287	1.574	2.45	0	0.496	0.145	877.1143	0
12/03/2022 07:00	42455	7.287	0.573	5.366	17.57	17.73	17.32	0.086	35.26	35.78	34.66	0.239	0.706	1.7	0	0.615	0.169	877.4879	0
12/03/2022 07:10	42456	20.36	4.457	14.5	17.38	17.63	17.18	0.099	36.02	36.74	35.17	0.319	0.249	1.7	0	0.425	335.1	877.2737	0
12/03/2022 07:20	42457	47.66	186.3	24.27	17.52	17.9	17.25	0.149	35.66	36.74	34.73	0.549	0.006	0.95	0	0.077	4.307	877.6028	0
12/03/2022 07:30	42458	78.95	282.9	33.7	17.97	18.14	17.73	0.09	35.36	36.91	34.79	0.416	0.545	1.7	0	0.685	339.7	877.7124	0
12/03/2022 07:40	42459	116.6	370.7	42.9	17.6	18.31	17.15	0.274	36.27	38.24	34.42	0.943	1.724	2.45	0.95	0.463	325.4	877.758	0
12/03/2022 07:50	42460	156.4	449.3	50.39	18.81	19.23	18.24	0.27	33.78	34.96	32.82	0.544	1.356	2.45	0.95	0.393	327.7	877.9282	0
12/03/2022 08:00	42461	198.2	515.4	55.72	19.23	19.81	18.78	0.295	33.76	34.52	32.71	0.384	1.635	2.45	0.95	0.364	319	877.9906	0
12/03/2022 08:10	42462	239.1	563.3	60.86	20.22	20.73	19.67	0.263	32.24	33.12	30.91	0.532	1.72	2.45	0.95	0.452	280.8	878.0392	0
12/03/2022 08:20	42463	280.3	603.4	65.45	21.09	21.54	20.62	0.245	30.84	31.86	29.51	0.579	1.896	3.2	0.95	0.426	301.6	878.3897	0
12/03/2022 08:30	42464	325.4	646.1	69.85	21.72	21.92	21.48	0.103	31.01	32.13	29.89	0.491	1.911	3.2	0.95	0.566	234.6	878.4299	0
12/03/2022 08:40	42465	369.8	681.9	73.4	21.83	21.99	21.68	0.055	31.31	31.79	30.98	0.159	2.079	3.95	0.95	0.573	230.6	878.5049	0
12/03/2022 08:50	42466	410.4	705	77.93	22.3	22.87	21.75	0.324	30.87	31.56	30.19	0.297	2.325	4.7	0	0.906	207.2	878.512	0
12/03/2022 09:00	42467	452.3	726.2	82.2	22.58	22.77	22.36	0.071	30.92	31.62	30.29	0.266	3.053	4.7	0.95	0.847	143.4	878.7664	0
12/03/2022 09:10	42468	494.7	753.6	84.3	22.72	22.97	22.53	0.093	30.63	31.11	30.09	0.173	2.88	4.7	0	0.788	169	878.9487	0
12/03/2022 09:20	42469	534	777.8	85.7	23.07	23.31	22.73	0.108	30.49	31.15	29.34	0.449	2.419	4.7	0	0.847	133.4	878.8331	0
12/03/2022 09:30	42470	574.2	796	88.9	23.42	23.62	23.18	0.093	30.08	30.7	29.51	0.209	2.631	4.7	0	0.676	190	878.8494	0
12/03/2022 09:40	42471	608.3	804	93	23.81	24.2	23.52	0.134	29.91	30.67	29.24	0.329	2.46	4.7	0.95	0.781	145.6	879.1331	0
12/03/2022 09:50	42472	645.3	822	94.8	24.71	25.05	24.13	0.208	28.9	29.51	28.32	0.26	1.915	4.7	0	0.908	167.3	879.0523	0
12/03/2022 10:00	42473	679.7	832	97.2	24.96	25.42	24.61	0.194	28.52	29.41	27.5	0.371	2.326	5.45	0	0.926	163.6	878.5958	0
12/03/2022 10:10	42474	712.4	840	100	25.2	25.39	24.91	0.083	27.97	28.69	27.53	0.273	2.754	5.45	0	0.96	192.6	878.8065	0
12/03/2022 10:20	42475	744.6	852	101	25.07	26.04	24.4	0.464	28.05	28.83	26.61	0.47	2.331	3.95	0	0.956	137.9	878.9842	0
12/03/2022 10:30	42476	774	859	102.6	25.5	26.04	25.18	0.227	27.33	28.11	26.41	0.382	2.663	4.7	0.95	0.746	145.1	878.7633	0
12/03/2022 10:40	42477	804	870	103.3	25.97	26.4	25.45	0.252	26.89	27.63	26.3	0.237	2.236	4.7	0	1.12	160.8	878.8752	0
